Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Quantity,Price,Cost Per Unit,Taxes,Purchase Date,revenue,totalsales
OID23777,PID2062,A151,EMP1026,C1790,1,2464,1774.0,369.6,20170417,690.0,2464
OID23781,PID2054,A168,EMP1034,C1252,2,127,79.0,19.05,20170927,96.0,254
OID23783,PID2050,A149,EMP1006,C1172,2,2391,1291.0,358.65,20170906,2200.0,4782
OID23784,PID2080,A107,EMP1028,C1227,2,2353,1788.0,352.95,20170203,1130.0,4706
OID23785,PID2022,A172,EMP1022,C1288,4,561,421.0,84.15,20171118,560.0,2244
OID23788,PID2031,A131,EMP1001,C1316,2,1638,1261.0,245.7,20171018,754.0,3276
OID23792,PID2047,A118,EMP1044,C1496,1,290,200.0,43.5,20170524,90.0,290
OID23793,PID2039,A134,EMP1025,C1598,1,817,409.0,122.55,20170410,408.0,817
OID23794,PID2034,A111,EMP1025,C1306,1,871,540.0,130.65,20170908,331.0,871
OID23798,PID2093,A136,EMP1020,C1675,1,112,90.0,16.8,20171029,22.0,112
OID23801,PID2088,A101,EMP1041,C1129,1,603,416.0,90.45,20171025,187.0,603
OID23809,PID2082,A109,EMP1001,C1408,1,1103,838.0,165.45,20170103,265.0,1103
OID23814,PID2068,A115,EMP1026,C1775,4,1500,900.0,225.0,20170224,2400.0,6000
OID23815,PID2045,A148,EMP1013,C1406,1,556,395.0,83.4,20170616,161.0,556
OID23818,PID2068,A134,EMP1027,C1322,1,1500,900.0,225.0,20170628,600.0,1500
OID23821,PID2020,A106,EMP1021,C1714,1,2005,1223.0,300.75,20170808,782.0,2005
OID23822,PID2037,A135,EMP1011,C1764,1,880,634.0,132.0,20170819,246.0,880
OID23826,PID2068,A120,EMP1012,C1647,1,1500,900.0,225.0,20170805,600.0,1500
OID23827,PID2098,A133,EMP1035,C1071,1,1178,683.0,176.7,20170507,495.0,1178
OID23828,PID2057,A111,EMP1017,C1211,4,181,130.0,27.15,20170503,204.0,724
OID23831,PID2058,A119,EMP1030,C1005,1,2257,1535.0,338.55,20171008,722.0,2257
OID23835,PID2033,A168,EMP1040,C1052,3,2182,1200.0,327.3,20171106,2946.0,6546
OID23837,PID2067,A153,EMP1003,C1346,1,1119,683.0,167.85,20170912,436.0,1119
OID23838,PID2059,A168,EMP1012,C1594,2,1494,971.0,224.1,20171205,1046.0,2988
OID23847,PID2060,A131,EMP1029,C1279,1,1467,807.0,220.05,20170909,660.0,1467
OID23849,PID2053,A101,EMP1008,C1204,3,596,358.0,89.4,20171014,714.0,1788
OID23853,PID2056,A150,EMP1044,C1274,1,1635,1046.0,245.25,20170606,589.0,1635
OID23856,PID2072,A166,EMP1026,C1134,4,1887,1378.0,283.05,20170427,2036.0,7548
OID23860,PID2085,A131,EMP1001,C1231,3,1862,1173.0,279.3,20170911,2067.0,5586
OID23861,PID2044,A153,EMP1043,C1251,1,886,478.0,132.9,20170203,408.0,886
OID23873,PID2027,A158,EMP1002,C1287,1,2497,1473.0,374.55,20170429,1024.0,2497
OID23874,PID2082,A161,EMP1008,C1045,1,1103,838.0,165.45,20170408,265.0,1103
OID23880,PID2002,A119,EMP1004,C1356,1,847,534.0,127.05,20171015,313.0,847
OID23885,PID2031,A113,EMP1022,C1379,2,1638,1261.0,245.7,20171130,754.0,3276
OID23886,PID2093,A127,EMP1036,C1181,1,112,90.0,16.8,20170219,22.0,112
OID23892,PID2003,A133,EMP1040,C1042,1,1783,1516.0,267.45,20170624,267.0,1783
OID23893,PID2030,A104,EMP1030,C1230,1,1899,1044.0,284.85,20171225,855.0,1899
OID23896,PID2008,A134,EMP1031,C1509,4,315,208.0,47.25,20170505,428.0,1260
OID23899,PID2061,A167,EMP1039,C1423,1,913,584.0,136.95,20170403,329.0,913
OID23903,PID2027,A146,EMP1009,C1251,1,2497,1473.0,374.55,20171103,1024.0,2497
OID23905,PID2034,A118,EMP1019,C1397,1,871,540.0,130.65,20170512,331.0,871
OID23907,PID2059,A105,EMP1043,C1044,1,1494,971.0,224.1,20170508,523.0,1494
OID23910,PID2093,A167,EMP1023,C1389,1,112,90.0,16.8,20170217,22.0,112
OID23913,PID2058,A133,EMP1003,C1433,3,2257,1535.0,338.55,20171101,2166.0,6771
OID23916,PID2066,A167,EMP1041,C1140,1,2091,1485.0,313.65,20170506,606.0,2091
OID23918,PID2060,A141,EMP1033,C1367,1,1467,807.0,220.05,20170527,660.0,1467
OID23923,PID2062,A104,EMP1005,C1180,2,2464,1774.0,369.6,20170614,1380.0,4928
OID23932,PID2040,A100,EMP1017,C1138,1,1889,945.0,283.35,20170426,944.0,1889
OID23933,PID2081,A168,EMP1007,C1217,1,1566,1190.0,234.9,20170414,376.0,1566
OID23934,PID2025,A161,EMP1009,C1003,2,667,387.0,100.05,20170725,560.0,1334
OID23936,PID2073,A138,EMP1039,C1269,3,95,61.0,14.25,20170519,102.0,285
OID23945,PID2014,A146,EMP1037,C1378,1,1809,1067.0,271.35,20170801,742.0,1809
OID23947,PID2060,A118,EMP1027,C1739,2,1467,807.0,220.05,20170604,1320.0,2934
OID23948,PID2079,A168,EMP1031,C1473,4,1725,1363.0,258.75,20170418,1448.0,6900
OID23952,PID2090,A121,EMP1040,C1606,3,1338,682.0,200.7,20170713,1968.0,4014
OID23955,PID2013,A141,EMP1015,C1555,2,368,269.0,55.2,20170813,198.0,736
OID23957,PID2014,A130,EMP1024,C1765,1,1809,1067.0,271.35,20170102,742.0,1809
OID23958,PID2052,A146,EMP1004,C1500,1,1526,1251.0,228.9,20170303,275.0,1526
OID23959,PID2001,A159,EMP1036,C1423,1,951,504.0,142.65,20170205,447.0,951
OID23960,PID2008,A154,EMP1044,C1411,2,315,208.0,47.25,20170519,214.0,630
OID23963,PID2043,A151,EMP1016,C1363,1,545,425.0,81.75,20171008,120.0,545
OID23965,PID2063,A119,EMP1023,C1454,1,1708,871.0,256.2,20170606,837.0,1708
OID23969,PID2019,A149,EMP1044,C1183,1,800,536.0,120.0,20170414,264.0,800
OID23971,PID2004,A120,EMP1014,C1527,1,1278,665.0,191.7,20170604,613.0,1278
OID23975,PID2028,A168,EMP1001,C1263,2,2283,1484.0,342.45,20170702,1598.0,4566
OID23976,PID2073,A164,EMP1021,C1476,3,95,61.0,14.25,20170919,102.0,285
OID23981,PID2098,A135,EMP1005,C1007,2,1178,683.0,176.7,20170628,990.0,2356
OID23982,PID2015,A111,EMP1014,C1419,1,637,389.0,95.55,20170305,248.0,637
OID23983,PID2018,A113,EMP1041,C1118,3,1972,1321.0,295.8,20170324,1953.0,5916
OID23985,PID2036,A141,EMP1042,C1701,1,1582,1234.0,237.3,20170827,348.0,1582
OID23988,PID2046,A154,EMP1005,C1077,1,2410,1518.0,361.5,20170507,892.0,2410
OID23989,PID2093,A154,EMP1022,C1369,1,112,90.0,16.8,20170804,22.0,112
OID23993,PID2059,A109,EMP1008,C1671,1,1494,971.0,224.1,20170521,523.0,1494
OID24000,PID2073,A158,EMP1028,C1510,4,95,61.0,14.25,20170504,136.0,380
OID24004,PID2032,A107,EMP1017,C1478,2,1967,1397.0,295.05,20170607,1140.0,3934
OID24010,PID2023,A112,EMP1021,C1171,1,818,450.0,122.7,20171229,368.0,818
OID24013,PID2035,A118,EMP1031,C1739,1,458,376.0,68.7,20171016,82.0,458
OID24019,PID2006,A126,EMP1017,C1564,1,1826,1443.0,273.9,20171215,383.0,1826
OID24026,PID2024,A143,EMP1025,C1368,1,356,292.0,53.4,20170428,64.0,356
OID24027,PID2005,A131,EMP1027,C1072,1,684,561.0,102.6,20170219,123.0,684
OID24029,PID2087,A138,EMP1029,C1097,3,1022,818.0,153.3,20171216,612.0,3066
OID24030,PID2044,A165,EMP1009,C1388,4,886,478.0,132.9,20170912,1632.0,3544
OID24042,PID2030,A162,EMP1026,C1215,1,1899,1044.0,284.85,20171017,855.0,1899
OID24045,PID2065,A129,EMP1036,C1038,3,2396,1965.0,359.4,20170503,1293.0,7188
OID24048,PID2018,A112,EMP1010,C1173,1,1972,1321.0,295.8,20170517,651.0,1972
OID24052,PID2091,A162,EMP1026,C1049,2,368,294.0,55.2,20170215,148.0,736
OID24057,PID2092,A117,EMP1026,C1111,3,1639,1295.0,245.85,20170528,1032.0,4917
OID24058,PID2053,A149,EMP1016,C1291,1,596,358.0,89.4,20170608,238.0,596
OID24061,PID2008,A111,EMP1011,C1153,1,315,208.0,47.25,20171011,107.0,315
OID24064,PID2007,A171,EMP1042,C1054,2,1405,1054.0,210.75,20170111,702.0,2810
OID24065,PID2036,A139,EMP1019,C1453,1,1582,1234.0,237.3,20170126,348.0,1582
OID24068,PID2060,A105,EMP1021,C1374,1,1467,807.0,220.05,20171119,660.0,1467
OID24070,PID2099,A157,EMP1007,C1251,1,1367,984.0,205.05,20171218,383.0,1367
OID24071,PID2028,A165,EMP1016,C1589,1,2283,1484.0,342.45,20170428,799.0,2283
OID24072,PID2025,A107,EMP1004,C1060,1,667,387.0,100.05,20171129,280.0,667
OID24076,PID2042,A121,EMP1036,C1054,4,203,154.0,30.45,20170225,196.0,812
OID24079,PID2064,A151,EMP1023,C1595,1,1414,962.0,212.1,20170517,452.0,1414
OID24081,PID2021,A157,EMP1015,C1720,1,217,171.0,32.55,20170813,46.0,217
OID24083,PID2090,A151,EMP1011,C1417,4,1338,682.0,200.7,20170605,2624.0,5352
OID24085,PID2059,A165,EMP1017,C1435,2,1494,971.0,224.1,20170326,1046.0,2988
OID24089,PID2037,A124,EMP1038,C1455,4,880,634.0,132.0,20171114,984.0,3520
OID24093,PID2060,A164,EMP1033,C1266,3,1467,807.0,220.05,20171204,1980.0,4401
OID24095,PID2018,A109,EMP1000,C1524,1,1972,1321.0,295.8,20170705,651.0,1972
OID24097,PID2014,A134,EMP1030,C1720,3,1809,1067.0,271.35,20170827,2226.0,5427
OID24098,PID2080,A170,EMP1022,C1775,1,2353,1788.0,352.95,20170918,565.0,2353
OID24101,PID2012,A124,EMP1026,C1004,1,1353,947.0,202.95,20170712,406.0,1353
OID24102,PID2028,A128,EMP1017,C1164,1,2283,1484.0,342.45,20171126,799.0,2283
OID24103,PID2063,A148,EMP1036,C1476,4,1708,871.0,256.2,20170116,3348.0,6832
OID24104,PID2054,A156,EMP1022,C1720,1,127,79.0,19.05,20170219,48.0,127
OID24105,PID2062,A103,EMP1010,C1200,3,2464,1774.0,369.6,20170504,2070.0,7392
OID24108,PID2077,A127,EMP1034,C1438,3,530,424.0,79.5,20170809,318.0,1590
OID24111,PID2047,A145,EMP1016,C1661,4,290,200.0,43.5,20170309,360.0,1160
OID24114,PID2040,A117,EMP1036,C1342,2,1889,945.0,283.35,20170314,1888.0,3778
OID24119,PID2074,A101,EMP1014,C1423,2,504,408.0,75.6,20170529,192.0,1008
OID24120,PID2072,A129,EMP1006,C1513,1,1887,1378.0,283.05,20171010,509.0,1887
OID24123,PID2037,A125,EMP1014,C1592,3,880,634.0,132.0,20170515,738.0,2640
OID24126,PID2075,A159,EMP1038,C1625,1,400,208.0,60.0,20170208,192.0,400
OID24127,PID2076,A158,EMP1026,C1522,1,1522,791.0,228.3,20171221,731.0,1522
OID24128,PID2001,A130,EMP1001,C1704,1,951,504.0,142.65,20170317,447.0,951
OID24130,PID2006,A168,EMP1029,C1314,1,1826,1443.0,273.9,20170620,383.0,1826
OID24134,PID2045,A119,EMP1007,C1690,1,556,395.0,83.4,20170714,161.0,556
OID24137,PID2070,A140,EMP1029,C1540,1,1671,1220.0,250.65,20170108,451.0,1671
OID24138,PID2096,A128,EMP1038,C1738,3,1587,1301.0,238.05,20170418,858.0,4761
OID24140,PID2065,A104,EMP1003,C1107,1,2396,1965.0,359.4,20171101,431.0,2396
OID24141,PID2014,A108,EMP1017,C1601,1,1809,1067.0,271.35,20170905,742.0,1809
OID24144,PID2094,A104,EMP1043,C1712,4,771,648.0,115.65,20171120,492.0,3084
OID24159,PID2067,A116,EMP1000,C1078,1,1119,683.0,167.85,20171030,436.0,1119
OID24162,PID2073,A119,EMP1005,C1388,1,95,61.0,14.25,20170930,34.0,95
OID24164,PID2001,A173,EMP1038,C1535,1,951,504.0,142.65,20170802,447.0,951
OID24166,PID2079,A158,EMP1034,C1451,1,1725,1363.0,258.75,20170914,362.0,1725
OID24170,PID2025,A143,EMP1039,C1192,1,667,387.0,100.05,20171224,280.0,667
OID24171,PID2011,A150,EMP1033,C1206,1,530,435.0,79.5,20171203,95.0,530
OID24172,PID2009,A117,EMP1032,C1688,3,584,420.0,87.6,20171209,492.0,1752
OID24173,PID2020,A156,EMP1031,C1627,1,2005,1223.0,300.75,20170602,782.0,2005
OID24174,PID2067,A140,EMP1001,C1610,1,1119,683.0,167.85,20170312,436.0,1119
OID24175,PID2009,A120,EMP1021,C1605,1,584,420.0,87.6,20171009,164.0,584
OID24176,PID2076,A118,EMP1009,C1335,4,1522,791.0,228.3,20170823,2924.0,6088
OID24180,PID2032,A167,EMP1027,C1294,3,1967,1397.0,295.05,20170504,1710.0,5901
OID24183,PID2021,A130,EMP1017,C1536,1,217,171.0,32.55,20170131,46.0,217
OID24185,PID2073,A153,EMP1037,C1682,2,95,61.0,14.25,20170909,68.0,190
OID24189,PID2087,A159,EMP1026,C1192,1,1022,818.0,153.3,20170712,204.0,1022
OID24191,PID2009,A137,EMP1017,C1118,1,584,420.0,87.6,20170720,164.0,584
OID24193,PID2035,A127,EMP1021,C1204,1,458,376.0,68.7,20170528,82.0,458
OID24194,PID2059,A135,EMP1031,C1019,4,1494,971.0,224.1,20171123,2092.0,5976
OID24195,PID2039,A115,EMP1032,C1144,4,817,409.0,122.55,20170615,1632.0,3268
OID24203,PID2081,A102,EMP1040,C1550,3,1566,1190.0,234.9,20170220,1128.0,4698
OID24208,PID2010,A129,EMP1022,C1522,3,1812,1305.0,271.8,20171106,1521.0,5436
OID24210,PID2018,A160,EMP1005,C1391,2,1972,1321.0,295.8,20170120,1302.0,3944
OID24216,PID2050,A137,EMP1018,C1211,2,2391,1291.0,358.65,20170905,2200.0,4782
OID24217,PID2054,A113,EMP1040,C1239,2,127,79.0,19.05,20170303,96.0,254
OID24218,PID2076,A146,EMP1016,C1623,3,1522,791.0,228.3,20170404,2193.0,4566
OID24222,PID2078,A153,EMP1034,C1386,4,1798,971.0,269.7,20170731,3308.0,7192
OID24223,PID2017,A125,EMP1042,C1766,2,35,22.0,5.25,20170811,26.0,70
OID24226,PID2043,A158,EMP1007,C1636,4,545,425.0,81.75,20170402,480.0,2180
OID24229,PID2070,A146,EMP1023,C1742,3,1671,1220.0,250.65,20171111,1353.0,5013
OID24230,PID2007,A114,EMP1027,C1186,3,1405,1054.0,210.75,20170108,1053.0,4215
OID24232,PID2036,A132,EMP1013,C1279,1,1582,1234.0,237.3,20170515,348.0,1582
OID24240,PID2048,A166,EMP1017,C1096,4,502,296.0,75.3,20170202,824.0,2008
OID24242,PID2080,A170,EMP1003,C1032,2,2353,1788.0,352.95,20170826,1130.0,4706
OID24250,PID2042,A122,EMP1002,C1086,1,203,154.0,30.45,20170414,49.0,203
OID24254,PID2070,A100,EMP1000,C1185,2,1671,1220.0,250.65,20170729,902.0,3342
OID24260,PID2038,A143,EMP1037,C1559,3,392,255.0,58.8,20170301,411.0,1176
OID24262,PID2058,A121,EMP1019,C1609,1,2257,1535.0,338.55,20171114,722.0,2257
OID24263,PID2057,A171,EMP1041,C1275,4,181,130.0,27.15,20170128,204.0,724
OID24264,PID2015,A169,EMP1020,C1325,2,637,389.0,95.55,20170324,496.0,1274
OID24269,PID2070,A155,EMP1026,C1767,3,1671,1220.0,250.65,20170731,1353.0,5013
OID24270,PID2014,A102,EMP1019,C1713,1,1809,1067.0,271.35,20170927,742.0,1809
OID24278,PID2008,A115,EMP1008,C1232,1,315,208.0,47.25,20170719,107.0,315
OID24287,PID2093,A131,EMP1003,C1385,1,112,90.0,16.8,20170809,22.0,112
OID24293,PID2035,A142,EMP1000,C1786,2,458,376.0,68.7,20170707,164.0,916
OID24296,PID2003,A124,EMP1033,C1402,1,1783,1516.0,267.45,20171017,267.0,1783
OID24303,PID2055,A171,EMP1032,C1039,1,2495,1896.0,374.25,20171122,599.0,2495
OID24305,PID2014,A133,EMP1006,C1573,1,1809,1067.0,271.35,20170715,742.0,1809
OID24308,PID2046,A153,EMP1004,C1405,1,2410,1518.0,361.5,20170603,892.0,2410
OID24309,PID2072,A143,EMP1006,C1128,1,1887,1378.0,283.05,20170710,509.0,1887
OID24312,PID2097,A149,EMP1034,C1461,3,1052,589.0,157.8,20170606,1389.0,3156
OID24315,PID2050,A102,EMP1004,C1726,4,2391,1291.0,358.65,20171017,4400.0,9564
OID24316,PID2018,A147,EMP1005,C1756,2,1972,1321.0,295.8,20171011,1302.0,3944
OID24318,PID2009,A124,EMP1024,C1149,3,584,420.0,87.6,20171122,492.0,1752
OID24321,PID2016,A149,EMP1003,C1310,1,1351,1108.0,202.65,20171208,243.0,1351
OID24323,PID2022,A162,EMP1033,C1302,2,561,421.0,84.15,20171009,280.0,1122
OID24326,PID2076,A167,EMP1008,C1490,1,1522,791.0,228.3,20170216,731.0,1522
OID24328,PID2055,A106,EMP1031,C1137,1,2495,1896.0,374.25,20170827,599.0,2495
OID24330,PID2055,A139,EMP1003,C1189,3,2495,1896.0,374.25,20170917,1797.0,7485
OID24333,PID2038,A127,EMP1011,C1163,1,392,255.0,58.8,20170227,137.0,392
OID24341,PID2064,A164,EMP1020,C1585,1,1414,962.0,212.1,20170504,452.0,1414
OID24343,PID2078,A114,EMP1008,C1247,2,1798,971.0,269.7,20171224,1654.0,3596
OID24347,PID2003,A118,EMP1029,C1564,1,1783,1516.0,267.45,20170116,267.0,1783
OID24353,PID2099,A102,EMP1010,C1053,2,1367,984.0,205.05,20170627,766.0,2734
OID24354,PID2010,A149,EMP1028,C1637,1,1812,1305.0,271.8,20170911,507.0,1812
OID24355,PID2069,A164,EMP1003,C1201,2,378,291.0,56.7,20171123,174.0,756
OID24357,PID2092,A166,EMP1037,C1080,1,1639,1295.0,245.85,20171030,344.0,1639
OID24358,PID2098,A133,EMP1032,C1399,4,1178,683.0,176.7,20170328,1980.0,4712
OID24363,PID2048,A127,EMP1039,C1165,1,502,296.0,75.3,20170119,206.0,502
OID24365,PID2075,A145,EMP1023,C1227,2,400,208.0,60.0,20171001,384.0,800
OID24371,PID2026,A111,EMP1042,C1245,3,947,786.0,142.05,20171129,483.0,2841
OID24376,PID2018,A164,EMP1021,C1201,3,1972,1321.0,295.8,20170202,1953.0,5916
OID24377,PID2004,A131,EMP1027,C1763,3,1278,665.0,191.7,20171222,1839.0,3834
OID24378,PID2055,A104,EMP1022,C1767,1,2495,1896.0,374.25,20170920,599.0,2495
OID24379,PID2091,A135,EMP1011,C1643,4,368,294.0,55.2,20171122,296.0,1472
OID24380,PID2071,A148,EMP1005,C1095,1,136,72.0,20.4,20170611,64.0,136
OID24381,PID2036,A134,EMP1031,C1243,4,1582,1234.0,237.3,20170825,1392.0,6328
OID24382,PID2012,A173,EMP1017,C1236,1,1353,947.0,202.95,20170403,406.0,1353
OID24390,PID2033,A107,EMP1002,C1319,1,2182,1200.0,327.3,20171017,982.0,2182
OID24395,PID2025,A155,EMP1022,C1463,2,667,387.0,100.05,20170306,560.0,1334
OID24396,PID2074,A173,EMP1006,C1334,4,504,408.0,75.6,20170112,384.0,2016
OID24397,PID2100,A153,EMP1013,C1435,1,799,455.0,119.85,20170629,344.0,799
OID24401,PID2078,A131,EMP1005,C1754,1,1798,971.0,269.7,20171114,827.0,1798
OID24405,PID2064,A168,EMP1024,C1525,1,1414,962.0,212.1,20170603,452.0,1414
OID24410,PID2085,A128,EMP1041,C1769,1,1862,1173.0,279.3,20170818,689.0,1862
OID24413,PID2052,A163,EMP1041,C1795,1,1526,1251.0,228.9,20170814,275.0,1526
OID24418,PID2058,A151,EMP1024,C1790,4,2257,1535.0,338.55,20170215,2888.0,9028
OID24420,PID2059,A102,EMP1030,C1079,1,1494,971.0,224.1,20170930,523.0,1494
OID24425,PID2041,A149,EMP1012,C1745,1,1380,1090.0,207.0,20170522,290.0,1380
OID24427,PID2084,A119,EMP1031,C1190,3,1783,1230.0,267.45,20170507,1659.0,5349
OID24436,PID2029,A145,EMP1001,C1380,4,1848,1294.0,277.2,20170517,2216.0,7392
OID24437,PID2053,A156,EMP1006,C1657,1,596,358.0,89.4,20170213,238.0,596
OID24440,PID2021,A109,EMP1009,C1421,2,217,171.0,32.55,20171125,92.0,434
OID24442,PID2002,A135,EMP1029,C1673,1,847,534.0,127.05,20171213,313.0,847
OID24443,PID2023,A121,EMP1012,C1430,2,818,450.0,122.7,20170321,736.0,1636
OID24445,PID2095,A155,EMP1001,C1579,4,1743,872.0,261.45,20171027,3484.0,6972
OID24452,PID2030,A120,EMP1000,C1491,1,1899,1044.0,284.85,20170204,855.0,1899
OID24454,PID2056,A168,EMP1011,C1295,4,1635,1046.0,245.25,20170808,2356.0,6540
OID24455,PID2073,A163,EMP1035,C1374,1,95,61.0,14.25,20170509,34.0,95
OID24456,PID2047,A162,EMP1041,C1149,2,290,200.0,43.5,20171228,180.0,580
OID24465,PID2070,A118,EMP1017,C1255,1,1671,1220.0,250.65,20170925,451.0,1671
OID24467,PID2075,A110,EMP1003,C1272,1,400,208.0,60.0,20170212,192.0,400
OID24469,PID2022,A107,EMP1030,C1265,4,561,421.0,84.15,20170323,560.0,2244
OID24477,PID2051,A112,EMP1039,C1318,2,1077,732.0,161.55,20171224,690.0,2154
OID24479,PID2024,A146,EMP1006,C1434,2,356,292.0,53.4,20170517,128.0,712
OID24483,PID2026,A166,EMP1024,C1582,4,947,786.0,142.05,20170821,644.0,3788
OID24484,PID2052,A105,EMP1006,C1757,1,1526,1251.0,228.9,20170812,275.0,1526
OID24485,PID2076,A124,EMP1023,C1424,2,1522,791.0,228.3,20170606,1462.0,3044
OID24487,PID2063,A107,EMP1026,C1082,1,1708,871.0,256.2,20170121,837.0,1708
OID24488,PID2008,A129,EMP1009,C1545,1,315,208.0,47.25,20170405,107.0,315
OID24492,PID2066,A105,EMP1009,C1452,3,2091,1485.0,313.65,20170920,1818.0,6273
OID24493,PID2017,A131,EMP1029,C1373,1,35,22.0,5.25,20171110,13.0,35
OID24495,PID2002,A100,EMP1040,C1256,3,847,534.0,127.05,20170914,939.0,2541
OID24496,PID2071,A141,EMP1018,C1083,3,136,72.0,20.4,20171110,192.0,408
OID24497,PID2052,A131,EMP1018,C1795,1,1526,1251.0,228.9,20170811,275.0,1526
OID24498,PID2049,A169,EMP1036,C1436,1,826,562.0,123.9,20170704,264.0,826
OID24499,PID2053,A170,EMP1024,C1336,3,596,358.0,89.4,20171204,714.0,1788
OID24500,PID2098,A132,EMP1002,C1518,1,1178,683.0,176.7,20170906,495.0,1178
OID24501,PID2064,A159,EMP1000,C1072,1,1414,962.0,212.1,20170611,452.0,1414
OID24502,PID2057,A171,EMP1028,C1258,3,181,130.0,27.15,20171113,153.0,543
OID24504,PID2031,A131,EMP1008,C1519,3,1638,1261.0,245.7,20170804,1131.0,4914
OID24505,PID2059,A110,EMP1042,C1766,1,1494,971.0,224.1,20171025,523.0,1494
OID24506,PID2010,A119,EMP1004,C1288,1,1812,1305.0,271.8,20170307,507.0,1812
OID24509,PID2015,A126,EMP1018,C1740,2,637,389.0,95.55,20171022,496.0,1274
OID24511,PID2028,A132,EMP1000,C1178,3,2283,1484.0,342.45,20170716,2397.0,6849
OID24514,PID2057,A101,EMP1026,C1774,3,181,130.0,27.15,20171013,153.0,543
OID24518,PID2069,A153,EMP1001,C1620,2,378,291.0,56.7,20170422,174.0,756
OID24525,PID2005,A155,EMP1022,C1407,3,684,561.0,102.6,20170601,369.0,2052
OID24528,PID2035,A153,EMP1021,C1480,3,458,376.0,68.7,20170317,246.0,1374
OID24529,PID2012,A150,EMP1026,C1695,1,1353,947.0,202.95,20170129,406.0,1353
OID24530,PID2002,A155,EMP1044,C1670,4,847,534.0,127.05,20170713,1252.0,3388
OID24533,PID2066,A128,EMP1003,C1005,2,2091,1485.0,313.65,20170701,1212.0,4182
OID24536,PID2072,A167,EMP1026,C1185,1,1887,1378.0,283.05,20170819,509.0,1887
OID24538,PID2057,A103,EMP1017,C1450,1,181,130.0,27.15,20171015,51.0,181
OID24540,PID2036,A104,EMP1018,C1494,2,1582,1234.0,237.3,20170210,696.0,3164
OID24541,PID2076,A137,EMP1023,C1167,1,1522,791.0,228.3,20170109,731.0,1522
OID24542,PID2093,A122,EMP1034,C1303,2,112,90.0,16.8,20171216,44.0,224
OID24544,PID2075,A112,EMP1002,C1040,1,400,208.0,60.0,20170120,192.0,400
OID24547,PID2037,A173,EMP1044,C1114,2,880,634.0,132.0,20170814,492.0,1760
OID24550,PID2092,A135,EMP1027,C1775,3,1639,1295.0,245.85,20170924,1032.0,4917
OID24551,PID2004,A157,EMP1033,C1016,1,1278,665.0,191.7,20171029,613.0,1278
OID24553,PID2047,A163,EMP1014,C1756,1,290,200.0,43.5,20170318,90.0,290
OID24554,PID2016,A111,EMP1013,C1768,1,1351,1108.0,202.65,20170315,243.0,1351
OID24557,PID2036,A109,EMP1016,C1210,1,1582,1234.0,237.3,20170923,348.0,1582
OID24561,PID2093,A170,EMP1014,C1279,4,112,90.0,16.8,20170512,88.0,448
OID24563,PID2044,A101,EMP1024,C1098,1,886,478.0,132.9,20171213,408.0,886
OID24564,PID2084,A164,EMP1019,C1221,1,1783,1230.0,267.45,20170314,553.0,1783
OID24565,PID2021,A129,EMP1035,C1790,1,217,171.0,32.55,20170209,46.0,217
OID24569,PID2030,A129,EMP1010,C1713,2,1899,1044.0,284.85,20170626,1710.0,3798
OID24574,PID2043,A170,EMP1013,C1033,2,545,425.0,81.75,20170306,240.0,1090
OID24579,PID2093,A135,EMP1002,C1554,1,112,90.0,16.8,20171011,22.0,112
OID24582,PID2098,A135,EMP1029,C1692,1,1178,683.0,176.7,20170830,495.0,1178
OID24584,PID2092,A153,EMP1017,C1677,4,1639,1295.0,245.85,20170820,1376.0,6556
OID24588,PID2078,A167,EMP1028,C1038,1,1798,971.0,269.7,20170721,827.0,1798
OID24590,PID2073,A168,EMP1041,C1771,1,95,61.0,14.25,20170212,34.0,95
OID24591,PID2059,A132,EMP1038,C1717,1,1494,971.0,224.1,20170601,523.0,1494
OID24592,PID2023,A140,EMP1039,C1613,1,818,450.0,122.7,20170611,368.0,818
OID24594,PID2089,A132,EMP1041,C1400,2,2294,1399.0,344.1,20171122,1790.0,4588
OID24600,PID2089,A120,EMP1041,C1077,2,2294,1399.0,344.1,20170123,1790.0,4588
OID24601,PID2019,A130,EMP1031,C1309,1,800,536.0,120.0,20170106,264.0,800
OID24602,PID2028,A104,EMP1000,C1606,3,2283,1484.0,342.45,20170908,2397.0,6849
OID24603,PID2022,A165,EMP1016,C1087,3,561,421.0,84.15,20170828,420.0,1683
OID24606,PID2085,A138,EMP1041,C1194,2,1862,1173.0,279.3,20170901,1378.0,3724
OID24607,PID2034,A119,EMP1019,C1660,1,871,540.0,130.65,20170114,331.0,871
OID24608,PID2065,A109,EMP1022,C1544,1,2396,1965.0,359.4,20171007,431.0,2396
OID24611,PID2069,A130,EMP1026,C1542,1,378,291.0,56.7,20170903,87.0,378
OID24614,PID2012,A106,EMP1022,C1596,3,1353,947.0,202.95,20171210,1218.0,4059
OID24617,PID2010,A145,EMP1026,C1030,4,1812,1305.0,271.8,20170504,2028.0,7248
OID24618,PID2009,A123,EMP1002,C1507,1,584,420.0,87.6,20170124,164.0,584
OID24637,PID2044,A122,EMP1017,C1539,3,886,478.0,132.9,20170323,1224.0,2658
OID24638,PID2045,A131,EMP1039,C1211,3,556,395.0,83.4,20170405,483.0,1668
OID24647,PID2049,A132,EMP1030,C1687,2,826,562.0,123.9,20170524,528.0,1652
